f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,label
0.0,0.0,0.0,0.30720642,-0.09315898,0.119157046,0.49252596,-0.3441487,0.21788143,0.59983027,-0.5088481,0.27555168,0.67256683,-0.60620606,0.32797942,0.37897196,-0.88648134,0.29172432,0.41932848,-1.177612,0.34110877,0.48330078,-1.3379186,0.34418535,0.55568975,-1.4660261,0.32823142,0.29828432,-0.93634063,0.18518305,0.34585398,-1.29091,0.22403196,0.4449456,-1.4945304,0.20863974,0.53384095,-1.6595536,0.18592362,0.21296838,-0.9287288,0.06507071,0.24902335,-1.2875108,0.06036005,0.3487573,-1.4667246,0.03756291,0.44925752,-1.6179931,0.01607704,0.12872632,-0.8607291,-0.05400142,0.16741963,-1.1913415,-0.10070038,0.25876278,-1.3622473,-0.1331994,0.3612005,-1.5049868,-0.15815628,0.0,0.0,0.0,-0.3753128,0.027424408,0.005896835,-0.63722,-0.11555194,-0.018827656,-0.84782964,-0.20840646,-0.06414932,-0.9986818,-0.27363148,-0.12391873,-0.59474295,-0.80216914,0.013194071,-0.8805666,-0.9364076,-0.04772539,-1.0756823,-0.9773812,-0.116874166,-1.2193811,-1.0057129,-0.1703975,-0.511109,-0.85829633,-0.04577109,-0.91044146,-0.6535861,-0.11818559,-1.0202602,-0.362099,-0.17321135,-1.0380045,-0.16511762,-0.20650728,-0.43042618,-0.7970314,-0.108035125,-0.8268094,-0.52168465,-0.18760231,-0.8506867,-0.20581077,-0.19638032,-0.7910893,-0.021250844,-0.19282025,-0.3600647,-0.66481197,-0.17317268,-0.68383545,-0.46671376,-0.24204594,-0.7038014,-0.23362547,-0.23209767,-0.6358911,-0.080599785,-0.21014018,A
0.0,0.0,0.0,0.3113876,-0.08384212,0.099887915,0.5113082,-0.34248102,0.19034234,0.6211351,-0.51064986,0.24223785,0.68339795,-0.60330766,0.28900796,0.39862746,-0.8823515,0.27811512,0.43809026,-1.1745985,0.32104954,0.50652474,-1.3331314,0.31659156,0.5814895,-1.4595827,0.2954143,0.32012028,-0.92989296,0.1811688,0.36732334,-1.2743373,0.21560688,0.4670075,-1.4701258,0.19355206,0.55658835,-1.63276,0.16652617,0.2349358,-0.9226652,0.06952945,0.2752329,-1.2707487,0.06326884,0.37580633,-1.4529475,0.036351744,0.47395715,-1.6090087,0.012689773,0.14564487,-0.86276466,-0.04269614,0.19210048,-1.1828657,-0.085395895,0.28036618,-1.3475139,-0.1150683,0.37720895,-1.4833852,-0.13801868,0.0,0.0,0.0,-0.37435377,0.023195105,0.008423279,-0.63498497,-0.1208961,-0.014039753,-0.8421388,-0.22577909,-0.057507277,-0.9850378,-0.30002198,-0.11560352,-0.5886099,-0.8074434,0.019461326,-0.8794108,-0.9341762,-0.040110774,-1.0765241,-0.97096425,-0.10882877,-1.2189162,-0.9946326,-0.1615412,-0.505269,-0.86201435,-0.040427845,-0.90915823,-0.65323204,-0.11147909,-1.0217025,-0.36386117,-0.16680041,-1.0406649,-0.16515985,-0.20014928,-0.427605,-0.79900545,-0.103559494,-0.8230891,-0.52366614,-0.18335497,-0.8491163,-0.2078547,-0.19315633,-0.7898735,-0.022423636,-0.18995574,-0.36144188,-0.66486657,-0.16935106,-0.68341684,-0.4681522,-0.23815353,-0.7068321,-0.23282677,-0.22828506,-0.63986486,-0.07894524,-0.20637062,A
0.0,0.0,0.0,0.29703152,-0.099053256,0.1109369,0.47651383,-0.34797445,0.20708622,0.58051145,-0.50594795,0.26464778,0.66607803,-0.6009866,0.31721506,0.35172474,-0.8989799,0.28363138,0.3997055,-1.1853497,0.32787484,0.4671537,-1.3430113,0.32803154,0.5412541,-1.4679862,0.31142232,0.27419952,-0.9442563,0.18219402,0.3314934,-1.2957085,0.21272045,0.4324337,-1.5032614,0.19263566,0.5262714,-1.6731657,0.16846831,0.19205683,-0.93326765,0.066527754,0.24312915,-1.2879527,0.054302502,0.34540525,-1.4742459,0.02483623,0.44616866,-1.6333659,0.00068595,0.10719956,-0.86486083,-0.047797,0.14723434,-1.1945769,-0.09962776,0.23862843,-1.3699361,-0.13658209,0.34173116,-1.5167134,-0.16376764,0.0,0.0,0.0,-0.3798396,0.026281616,0.0053775026,-0.6415029,-0.11404085,-0.021970462,-0.8497401,-0.20597675,-0.07081283,-0.99888396,-0.26936084,-0.1343154,-0.5912172,-0.8056876,0.013364459,-0.8815167,-0.93274665,-0.051004853,-1.0757741,-0.96971947,-0.1232778,-1.2206669,-0.99421173,-0.1785574,-0.5092504,-0.8593311,-0.047055,-0.9131087,-0.65370053,-0.121502206,-1.0225896,-0.36000162,-0.17872296,-1.0387492,-0.16332276,-0.21422651,-0.430796,-0.79792416,-0.111243784,-0.8265408,-0.5263033,-0.19249775,-0.8530483,-0.21014844,-0.20312217,-0.7948055,-0.02640367,-0.20148443,-0.36340782,-0.6660003,-0.17857121,-0.6855064,-0.46613812,-0.24759947,-0.7066854,-0.23330699,-0.23879838,-0.6391746,-0.08194516,-0.21871848,A
0.0,0.0,0.0,0.33211404,-0.0834976,0.11022124,0.537482,-0.32723734,0.1958967,0.65325785,-0.48115852,0.23874256,0.72852474,-0.58579725,0.27334946,0.41048077,-0.8895047,0.26678225,0.46309367,-1.1976221,0.3002744,0.54148,-1.3510075,0.28800195,0.6328944,-1.4741762,0.25853994,0.3380485,-0.92823267,0.15526564,0.3853728,-1.3066714,0.17887235,0.49453938,-1.5038188,0.14105813,0.5955492,-1.6660895,0.09778686,0.24916431,-0.9117045,0.03098581,0.2743919,-1.2927326,0.013680376,0.36889935,-1.4874483,-0.027447598,0.46551064,-1.653747,-0.06497115,0.15238889,-0.8329769,-0.09210806,0.18510139,-1.1778322,-0.1410509,0.26962572,-1.3373284,-0.17731112,0.36631325,-1.4674587,-0.20943473,0.0,0.0,0.0,-0.3915553,0.022312598,0.0036270237,-0.65036404,-0.13164859,-0.019024352,-0.8542045,-0.22617444,-0.061561227,-0.99676996,-0.2960048,-0.118764125,-0.6027462,-0.7948365,0.019774133,-0.88241,-0.9168803,-0.03451765,-1.0727526,-0.9598292,-0.100517385,-1.215634,-0.9939783,-0.15366048,-0.5212985,-0.85251194,-0.038354073,-0.90681756,-0.64894396,-0.10891956,-1.0121155,-0.3557701,-0.16403127,-1.0281848,-0.15711081,-0.19709055,-0.44332197,-0.79148203,-0.100127965,-0.8253225,-0.52584666,-0.1795967,-0.8586583,-0.21302523,-0.19022445,-0.8089533,-0.027895827,-0.18796068,-0.37770268,-0.65379107,-0.16480346,-0.6877064,-0.4708786,-0.23303246,-0.7182724,-0.23514599,-0.22241119,-0.6645287,-0.072572775,-0.20071669,A
0.0,0.0,0.0,0.32970577,-0.091149084,0.11057254,0.52864224,-0.32735378,0.19906239,0.6411331,-0.47801906,0.24615727,0.71060747,-0.58895737,0.28619143,0.39884275,-0.8937808,0.27198508,0.45549557,-1.1977063,0.30852425,0.53411335,-1.3513042,0.29920492,0.6237121,-1.4723268,0.27241844,0.32289594,-0.9320613,0.16431668,0.37113896,-1.3143306,0.18804525,0.48224577,-1.5092194,0.15282951,0.5853933,-1.6662407,0.11266409,0.23275813,-0.91343886,0.04367695,0.2549288,-1.2970958,0.02625026,0.34993526,-1.4828676,-0.013790273,0.44839478,-1.6385684,-0.04951247,0.13807991,-0.8288077,-0.07545454,0.16085912,-1.1727899,-0.12409634,0.24383774,-1.3254807,-0.1608209,0.3416847,-1.4485024,-0.1926733,0.0,0.0,0.0,-0.3841827,0.028024282,0.005385539,-0.64287376,-0.112233505,-0.01883115,-0.84752816,-0.19790052,-0.063499354,-0.98826957,-0.26782355,-0.12284616,-0.60146767,-0.79595333,0.01837573,-0.8803043,-0.919796,-0.03730729,-1.0717272,-0.95889974,-0.10518469,-1.216625,-0.9902988,-0.15944071,-0.51987016,-0.8532259,-0.041718964,-0.9044254,-0.65780693,-0.11126134,-1.0217324,-0.36823618,-0.17013982,-1.0480787,-0.17042817,-0.20708182,-0.4417295,-0.7931915,-0.104775526,-0.8232285,-0.52793837,-0.18262455,-0.857678,-0.21244296,-0.19674176,-0.80761343,-0.025563251,-0.19771674,-0.37412533,-0.65730727,-0.17049593,-0.68809056,-0.47077695,-0.23723614,-0.7184301,-0.23360312,-0.22775796,-0.6629521,-0.0717542,-0.20729509,A
0.0,0.0,0.0,0.33071217,-0.07962066,0.120083444,0.5308794,-0.3240978,0.20797136,0.64283454,-0.48248407,0.25042135,0.718802,-0.5929467,0.28406882,0.40421557,-0.88794285,0.27928844,0.46259046,-1.2021737,0.31621552,0.54394436,-1.3620678,0.3083312,0.63379586,-1.4901297,0.28158572,0.3293482,-0.93053067,0.16013274,0.38602874,-1.3180808,0.18507636,0.49978915,-1.5203106,0.1511787,0.6026176,-1.6834754,0.11039427,0.24039623,-0.9205685,0.027799554,0.27715594,-1.3089954,0.011258489,0.37864736,-1.5075933,-0.027679404,0.47899413,-1.6739936,-0.064738534,0.14688423,-0.8489225,-0.10301215,0.18401588,-1.208025,-0.15549824,0.27610204,-1.3776561,-0.19544767,0.3803033,-1.5154876,-0.23098132,0.0,0.0,0.0,-0.38024822,0.029822908,-0.00062173203,-0.63679576,-0.111522496,-0.027021773,-0.8425249,-0.20043987,-0.07269057,-0.982792,-0.27385497,-0.1322384,-0.5947116,-0.80117685,0.014285007,-0.87320447,-0.9320434,-0.042823035,-1.0656724,-0.9744137,-0.1109669,-1.2112616,-1.0066589,-0.16493246,-0.5123069,-0.8577255,-0.04299563,-0.8998688,-0.6640562,-0.11351211,-1.0151044,-0.37467155,-0.17177135,-1.0411278,-0.17906338,-0.20776501,-0.4332608,-0.79761755,-0.103921525,-0.8178284,-0.5328488,-0.18232648,-0.8529488,-0.2168842,-0.19488044,-0.8052425,-0.0322159,-0.19446822,-0.36576822,-0.6616285,-0.16820158,-0.67997915,-0.47616172,-0.23392555,-0.71258205,-0.23873204,-0.22337513,-0.6600885,-0.07761352,-0.2022379,A
0.0,0.0,0.0,0.3028976,-0.09256531,0.11856152,0.4875826,-0.3401243,0.20867318,0.59437764,-0.4936187,0.25546178,0.67759913,-0.596613,0.29543886,0.35599595,-0.9029394,0.28056702,0.40324897,-1.1999447,0.32153034,0.4826436,-1.3553042,0.32166454,0.5689805,-1.4701656,0.3036676,0.27767646,-0.9462633,0.16577542,0.3347795,-1.3094163,0.19587879,0.44721344,-1.5148388,0.17739043,0.5527722,-1.6766169,0.15218045,0.19182953,-0.93168336,0.0363881,0.2437334,-1.3098385,0.021814603,0.3525603,-1.5073149,-0.009275192,0.45959967,-1.668852,-0.037462857,0.100715004,-0.8578207,-0.09144829,0.13396071,-1.1999893,-0.1498659,0.22742096,-1.3828862,-0.19253854,0.3319806,-1.5354015,-0.22594592,0.0,0.0,0.0,-0.38241875,0.030916564,0.0033499612,-0.6418089,-0.10860938,-0.02229882,-0.84916246,-0.20077652,-0.06754948,-0.989807,-0.27722254,-0.1273296,-0.60028684,-0.7979991,0.014230378,-0.87997454,-0.9267359,-0.043034546,-1.073155,-0.97141534,-0.11214036,-1.2178817,-1.005849,-0.16719368,-0.51712954,-0.8547339,-0.04479945,-0.908307,-0.65550804,-0.11474509,-1.0208064,-0.3646075,-0.17161995,-1.0427092,-0.16705173,-0.20699205,-0.43728045,-0.7935611,-0.1068493,-0.8237932,-0.5339442,-0.18499468,-0.8554229,-0.21788773,-0.19434927,-0.80150765,-0.032564,-0.19216686,-0.36897868,-0.6556421,-0.1719112,-0.6869397,-0.46908775,-0.2394043,-0.7174026,-0.23074932,-0.22741021,-0.65776885,-0.0704272,-0.20488562,A
0.0,0.0,0.0,0.3034855,-0.10226222,0.1289228,0.48330003,-0.3430248,0.21782129,0.5854998,-0.49454612,0.26043174,0.67527586,-0.6095467,0.2944912,0.34877744,-0.9086727,0.2845865,0.4030604,-1.2031962,0.32764918,0.48359898,-1.3618331,0.32952914,0.57032436,-1.4764576,0.31196168,0.26644707,-0.95041734,0.16035226,0.3273735,-1.3270129,0.19404343,0.44359824,-1.5393395,0.17396487,0.5525137,-1.6987227,0.14481445,0.17810765,-0.93248343,0.022339897,0.22780278,-1.3203194,0.008616786,0.34295672,-1.5173044,-0.028677415,0.45561936,-1.6714758,-0.06470037,0.0919613,-0.8545933,-0.11280555,0.123994984,-1.1900777,-0.17355986,0.22447497,-1.3589236,-0.22132407,0.33750212,-1.4951077,-0.26083165,0.0,0.0,0.0,-0.3849462,0.030768445,0.005867444,-0.6458788,-0.115391955,-0.017864702,-0.8535323,-0.20835711,-0.06208821,-0.9972719,-0.2789418,-0.12107433,-0.59941304,-0.8004456,0.018709406,-0.8836444,-0.9334173,-0.0370852,-1.0771217,-0.9794751,-0.10315032,-1.2201024,-1.0131341,-0.15596388,-0.51609683,-0.8555209,-0.041570306,-0.9127058,-0.6529225,-0.11467362,-1.0140481,-0.34982425,-0.1695875,-1.0245572,-0.14715089,-0.20129065,-0.43623242,-0.7932852,-0.105066724,-0.829861,-0.5384408,-0.18656707,-0.862968,-0.2181798,-0.19409944,-0.8083905,-0.033701755,-0.18909654,-0.36913705,-0.65332943,-0.17131129,-0.6888776,-0.4750088,-0.24200043,-0.72572434,-0.234161,-0.23022892,-0.6704003,-0.07111625,-0.20686264,A
0.0,0.0,0.0,0.3323607,-0.08085974,0.10236197,0.5436219,-0.31888795,0.18376556,0.6591255,-0.47101623,0.22396792,0.7365816,-0.5716795,0.25448138,0.41969484,-0.8972132,0.24353991,0.4815064,-1.2189095,0.2673167,0.56922996,-1.3699777,0.25254002,0.66692007,-1.4866635,0.2237499,0.3488523,-0.9273709,0.13522328,0.3976163,-1.3321238,0.15303451,0.5118286,-1.5442803,0.11733733,0.6193428,-1.716875,0.07677213,0.2606554,-0.90747994,0.013956577,0.29024827,-1.3191386,-0.009093384,0.39005592,-1.5332289,-0.05115707,0.49235007,-1.705949,-0.08819677,0.15611604,-0.8323829,-0.10655585,0.18992205,-1.1937885,-0.16356538,0.2785288,-1.3721685,-0.2027058,0.37903112,-1.5204326,-0.23540427,0.0,0.0,0.0,-0.38459688,0.022535766,0.0063590636,-0.64086264,-0.13021027,-0.017384436,-0.8492942,-0.2100845,-0.061932296,-1.0059458,-0.263004,-0.121905595,-0.59181654,-0.8027731,0.0154005075,-0.8675551,-0.933022,-0.04042529,-1.0579808,-0.96899885,-0.10798765,-1.2031356,-0.9918364,-0.16139878,-0.5122322,-0.8577147,-0.04408741,-0.9004234,-0.65942997,-0.111362725,-1.0182811,-0.36967102,-0.16988604,-1.0454109,-0.17459889,-0.20796236,-0.43521836,-0.79302627,-0.10630715,-0.820353,-0.52656186,-0.18221858,-0.85485125,-0.21202439,-0.19815056,-0.80715245,-0.025752824,-0.2013861,-0.36945212,-0.6542935,-0.17086509,-0.68316555,-0.4766046,-0.2369065,-0.7101909,-0.24456054,-0.22889821,-0.6551598,-0.08222178,-0.21028009,A
0.0,0.0,0.0,0.33187512,-0.07330672,0.040517867,0.5487228,-0.31835774,0.10023842,0.6670128,-0.49642766,0.1312038,0.7749347,-0.603173,0.15764067,0.43445918,-0.88698304,0.19774365,0.49927938,-1.206143,0.2015025,0.5779005,-1.3593093,0.17267428,0.6674152,-1.4816604,0.13723055,0.33530983,-0.9340724,0.12278446,0.3993904,-1.3142821,0.118356094,0.50553226,-1.5238419,0.06889646,0.6122846,-1.6949981,0.021978296,0.22758816,-0.91721106,0.02976487,0.28147513,-1.3031191,-0.013413875,0.37887442,-1.4939634,-0.064844675,0.4856134,-1.6488608,-0.10206843,0.10891147,-0.84544647,-0.066392004,0.15265512,-1.2014574,-0.13186918,0.24563694,-1.3751509,-0.1765793,0.35142443,-1.5106759,-0.20981903,0.0,0.0,0.0,-0.39329112,0.0035597724,0.04821402,-0.6395195,-0.18853962,0.04931061,-0.8397826,-0.32695702,0.021242578,-0.9861231,-0.40666282,-0.02338586,-0.5573403,-0.8309022,0.07003776,-0.8293258,-0.96570915,0.017513148,-1.022425,-0.9927417,-0.0469453,-1.168698,-1.0002155,-0.096547134,-0.48586714,-0.8740162,-0.005351182,-0.8932618,-0.689982,-0.06537805,-1.0008267,-0.40370655,-0.11266223,-1.0063764,-0.20168015,-0.14118153,-0.42078933,-0.79962075,-0.08342923,-0.83071595,-0.5471008,-0.15362847,-0.8481224,-0.23855029,-0.15448897,-0.7793531,-0.06060947,-0.14801548,-0.37110627,-0.6584973,-0.1614422,-0.71258295,-0.47444606,-0.22909981,-0.71645254,-0.24035501,-0.21618485,-0.6292057,-0.09788029,-0.19259831,A
0.0,0.0,0.0,0.30764148,-0.07413498,-0.00064932473,0.5265682,-0.32712936,0.041617703,0.6603691,-0.49856493,0.06558935,0.7736589,-0.5900623,0.08855335,0.40677956,-0.892004,0.14750063,0.4784179,-1.1862981,0.1438153,0.5552853,-1.3260994,0.11179532,0.6415622,-1.4372503,0.075755455,0.30065456,-0.9486097,0.09872411,0.37197998,-1.3054287,0.08650007,0.47559854,-1.5029324,0.03605882,0.5824835,-1.6647732,-0.008723919,0.18813157,-0.93462634,0.031746376,0.24939251,-1.3046674,-0.016364407,0.35343635,-1.4942714,-0.07289984,0.46457562,-1.6443905,-0.111303054,0.06459302,-0.8655793,-0.040349096,0.105956055,-1.1951962,-0.106742345,0.18797879,-1.3771033,-0.1531981,0.28672066,-1.5198181,-0.18610236,0.0,0.0,0.0,-0.40015596,-0.04002498,0.056409873,-0.6278438,-0.24897726,0.06022906,-0.80920184,-0.39255267,0.03145382,-0.9540621,-0.500038,-0.012706038,-0.5235164,-0.8549891,0.085045084,-0.78271264,-0.98971915,0.033604532,-0.9689468,-1.0197625,-0.028017689,-1.1130786,-1.0266411,-0.0729791,-0.4553039,-0.8902994,0.008087968,-0.85333264,-0.7261576,-0.05629694,-0.968756,-0.4545572,-0.107930906,-0.9837974,-0.25964624,-0.13724568,-0.3980155,-0.8150155,-0.07153423,-0.7957362,-0.569263,-0.14151151,-0.8226459,-0.26377872,-0.14790593,-0.767764,-0.07728374,-0.14400046,-0.35828796,-0.67820585,-0.15038177,-0.68775403,-0.4909122,-0.20905463,-0.7001377,-0.25898397,-0.19660473,-0.6318611,-0.11066213,-0.17431521,A
0.0,0.0,0.0,0.30740523,-0.058706507,0.0065128272,0.5269712,-0.3141375,0.04823141,0.6603831,-0.48337165,0.070283,0.7744969,-0.5702848,0.089571565,0.39156133,-0.90243244,0.13727327,0.4772542,-1.2065536,0.12684582,0.56136936,-1.3515625,0.091460735,0.6508948,-1.4662071,0.05251472,0.28779933,-0.9544745,0.07842213,0.36996004,-1.3265748,0.054916598,0.48304966,-1.5378579,-0.002154402,0.5923649,-1.7074456,-0.050962783,0.17484924,-0.9348884,0.0026259618,0.2471077,-1.3218251,-0.055989664,0.3590218,-1.5248346,-0.11753565,0.47592488,-1.6887227,-0.15900503,0.048262455,-0.8573715,-0.07684234,0.093133,-1.20685,-0.15597634,0.1812168,-1.3997034,-0.20898269,0.2821124,-1.5539488,-0.24587408,0.0,0.0,0.0,-0.39194694,-0.03169753,0.049115557,-0.617375,-0.2225946,0.047581375,-0.7991661,-0.35293433,0.015182781,-0.9413245,-0.44697952,-0.031193392,-0.5240625,-0.8531774,0.07709795,-0.7850724,-0.9904871,0.022952227,-0.97813296,-1.0101666,-0.039287932,-1.123407,-0.9959056,-0.08324149,-0.46454448,-0.8855426,0.0035788538,-0.8686934,-0.7144384,-0.0603556,-0.97715795,-0.4439211,-0.11206931,-0.98550344,-0.24710874,-0.14221066,-0.4137275,-0.8103262,-0.07285791,-0.8166267,-0.5547726,-0.14090636,-0.82616794,-0.25801474,-0.14607936,-0.7581155,-0.0809419,-0.1427484,-0.37480873,-0.67686445,-0.14942698,-0.69984,-0.4862354,-0.20564781,-0.69940585,-0.2640329,-0.19105232,-0.6211668,-0.12826204,-0.16830744,A
0.0,0.0,0.0,0.3699651,-0.033074796,0.050983336,0.6189741,-0.26744118,0.112261355,0.7660757,-0.43981114,0.13899943,0.8798172,-0.5557993,0.1560217,0.5075944,-0.8567276,0.21993907,0.58733475,-1.1895527,0.22789761,0.6743986,-1.3486836,0.19632573,0.76938796,-1.4813726,0.15448193,0.41238967,-0.90161586,0.13047443,0.48975292,-1.3086777,0.13224708,0.5996336,-1.5265704,0.07559033,0.7090073,-1.7102542,0.018281842,0.2929394,-0.89433414,0.022620656,0.36646298,-1.3149331,-0.023854041,0.47124586,-1.5300022,-0.08220343,0.5830905,-1.7052873,-0.12804735,0.15090941,-0.8419304,-0.08757169,0.2161899,-1.205622,-0.16159658,0.31196937,-1.3935174,-0.20862177,0.41883755,-1.5553511,-0.24589519,0.0,0.0,0.0,-0.3640381,-0.009421077,0.019099709,-0.60123014,-0.120145164,-0.026231188,-0.79545087,-0.23270716,-0.100102544,-0.9472621,-0.33270985,-0.17684923,-0.54494554,-0.8491506,0.033544924,-0.8042715,-0.97948873,-0.055142958,-0.99431485,-1.0059632,-0.13221504,-1.1413045,-1.0272393,-0.18806289,-0.4795969,-0.8765412,-0.0407711,-0.8734335,-0.6323827,-0.12798013,-0.794847,-0.3114659,-0.15943284,-0.6660927,-0.18311848,-0.17037557,-0.43103117,-0.80751723,-0.123344295,-0.8140551,-0.5218398,-0.1984454,-0.6855907,-0.2440277,-0.16461596,-0.53432053,-0.14887342,-0.13632233,-0.3939852,-0.6769772,-0.2126611,-0.7065336,-0.4409809,-0.2807098,-0.6349078,-0.23819411,-0.25910702,-0.51887345,-0.16342258,-0.22937092,A
0.0,0.0,0.0,0.3375906,-0.05476459,0.018422473,0.5729866,-0.29187122,0.06625341,0.7073609,-0.45923537,0.09104272,0.81346697,-0.56323177,0.10993273,0.466154,-0.8794416,0.15501444,0.53284544,-1.198883,0.15144086,0.614846,-1.3491317,0.11552425,0.70709383,-1.4728776,0.074069686,0.36863706,-0.9250005,0.092092074,0.43219462,-1.3044077,0.087131366,0.5384724,-1.5023793,0.033116113,0.64570487,-1.6735332,-0.020295525,0.25364906,-0.90509325,0.012805298,0.30324736,-1.2968864,-0.030014109,0.3988409,-1.4963316,-0.086702496,0.5015442,-1.6632978,-0.13006704,0.12081629,-0.8295,-0.07044312,0.16595086,-1.1766557,-0.13678887,0.2494334,-1.3584144,-0.1814863,0.34140125,-1.5136893,-0.21584755,0.0,0.0,0.0,-0.3605109,-0.011677193,0.026005847,-0.5894814,-0.10563738,-0.027197829,-0.77883965,-0.21587534,-0.11165333,-0.9109992,-0.32166514,-0.19723617,-0.5615602,-0.8424995,0.038374953,-0.8120437,-0.9758707,-0.047836915,-1.0036118,-1.0083339,-0.12055021,-1.1505529,-1.0286099,-0.17585267,-0.48676986,-0.8725281,-0.04183024,-0.8642245,-0.62125075,-0.1190577,-0.7681615,-0.3085572,-0.13785447,-0.6325232,-0.2180587,-0.14535776,-0.42823932,-0.8020266,-0.13105136,-0.7963876,-0.5027026,-0.19221662,-0.65779537,-0.23676258,-0.14344527,-0.50842375,-0.17755823,-0.11328161,-0.38670677,-0.6669049,-0.22752728,-0.69193757,-0.41728088,-0.28310847,-0.6011623,-0.22430433,-0.2532549,-0.476582,-0.18126905,-0.22339681,A
0.0,0.0,0.0,0.33522812,-0.07389249,0.031274334,0.55696994,-0.31398472,0.0850796,0.68207425,-0.48395556,0.11190247,0.79127693,-0.5946103,0.13345723,0.44072288,-0.887506,0.18034308,0.51232207,-1.1984366,0.18099014,0.5947021,-1.3552269,0.14970793,0.6822812,-1.4826534,0.112463154,0.344249,-0.9324797,0.10942712,0.41369277,-1.3067716,0.10663815,0.52079004,-1.51054,0.058546517,0.62341714,-1.6766624,0.010841452,0.2339258,-0.9140805,0.02035962,0.28261182,-1.3042855,-0.021152204,0.37708846,-1.5013186,-0.07479821,0.47626102,-1.6573828,-0.11546716,0.11051536,-0.8394304,-0.07245895,0.15263626,-1.1853565,-0.13925605,0.23482202,-1.3649606,-0.18570828,0.32683963,-1.5112143,-0.22135852,0.0,0.0,0.0,-0.3562812,-0.0070394897,0.005928444,-0.5852649,-0.085647196,-0.053694375,-0.76722085,-0.1873688,-0.14073479,-0.8850992,-0.2978973,-0.22602418,-0.57267016,-0.82807195,0.011008047,-0.84216726,-0.97422165,-0.084830135,-1.0332159,-1.0041766,-0.16002363,-1.1782877,-1.0315117,-0.21589938,-0.50290656,-0.86239064,-0.05802964,-0.8616851,-0.58065456,-0.1393733,-0.756057,-0.2752355,-0.16043967,-0.62008494,-0.2123425,-0.17091903,-0.4460875,-0.790157,-0.13747834,-0.7882515,-0.44840956,-0.19553268,-0.64410186,-0.20246337,-0.14833483,-0.4969511,-0.18211119,-0.122383796,-0.40425575,-0.6574758,-0.22637032,-0.6816787,-0.35979247,-0.2780038,-0.57956,-0.18224576,-0.2505982,-0.45087898,-0.17953655,-0.22371948,A
0.0,0.0,0.0,0.31458062,-0.09179178,0.061417047,0.5124509,-0.3396439,0.1290349,0.62608105,-0.4936401,0.16451325,0.7226659,-0.60701025,0.19531693,0.3862844,-0.89410603,0.22490558,0.4462901,-1.197157,0.23728006,0.5220963,-1.3388584,0.21198869,0.60776377,-1.447629,0.17968316,0.2924754,-0.94559735,0.1424911,0.3519116,-1.307872,0.14338756,0.4563401,-1.5056707,0.09626952,0.5598708,-1.65688,0.05279653,0.1890074,-0.93478644,0.043333855,0.24417025,-1.3080305,0.004474861,0.35060075,-1.5065625,-0.049502965,0.46429265,-1.6622765,-0.08856179,0.074853465,-0.8653641,-0.05662598,0.11649611,-1.2011466,-0.120249815,0.20484471,-1.3867552,-0.16589269,0.3077636,-1.5346066,-0.19994852,0.0,0.0,0.0,-0.3436012,0.025619177,0.0036645313,-0.58156323,-0.058578663,-0.046888005,-0.7651097,-0.16699296,-0.11998672,-0.8895863,-0.28430307,-0.19216353,-0.5862845,-0.8059416,0.008320914,-0.8519814,-0.93004435,-0.06720153,-1.0385001,-0.9741648,-0.12856612,-1.1788392,-1.0234824,-0.18090013,-0.516251,-0.854693,-0.054631956,-0.8623901,-0.5484723,-0.11707726,-0.737921,-0.27410987,-0.1267633,-0.591191,-0.2365731,-0.13194922,-0.4561555,-0.7838627,-0.12669423,-0.7739975,-0.41090554,-0.1730196,-0.62719214,-0.18670842,-0.12703316,-0.4865259,-0.1872782,-0.10535232,-0.41206956,-0.6487568,-0.20888132,-0.66000843,-0.30102122,-0.27074847,-0.5497853,-0.12726316,-0.25869986,-0.42396605,-0.13517451,-0.24171329,A
